DeputyID,x,y,z,Party,majorPartiesColorMap,alternativeColorMap,Name,State,numVotes
74090,-1.061450403,-4.228007934,-0.4556640318,PSD,#660000,#660000,Átila Lins,AM,428
74291,0.9652867199,-1.666465046,-1.940008148,PTB,#9467bd,#154bed,Arnon Bezerra,CE,428
74297,-0.6243690356,-1.408538988,-2.597111002,PP,#008000,#008000,José Linhares,CE,428
160649,3.349197361,-4.945424422,-0.1859001372,PP,#008000,#008000,Esperidião Amin,SC,428
160648,3.551180559,-5.59889349,-2.303875503,PMDB,#393b79,#393b79,Júnior Coimbra,TO,428
160643,2.718497453,-0.8540102706,4.71163267,PROS,#ffa500,#ffa500,Dr. Jorge Silva,ES,428
160642,1.752260349,-2.070337657,2.929569251,PSB,#90ee90,#90ee90,Pastor Eurico,PE,428
160645,-9.775239694,1.825649974,-1.339744189,PSDB,#1f77b4,#e8105f,Luiz Carlos,AP,428
160644,8.878359036,3.56027653,0.9640009273,PT,#d62728,#c8f442,Miriquinho Batista,PA,428
67138,4.903898643,-1.169170403,-2.068518846,PP,#008000,#008000,Iracema Portella,PI,428
74050,-0.5509536293,-2.148795788,-1.271584527,PR,#ffbb78,#ffbb78,Maurício Quintella Lessa,AL,428
74367,3.178395159,-3.18603785,-1.643676608,PMDB,#393b79,#393b79,Leandro Vilela,GO,428
74366,-9.083410616,0.4900605746,0.1886575377,PSDB,#1f77b4,#e8105f,João Campos,GO,428
74363,-7.702759627,3.902063551,-2.630976788,PSDB,#1f77b4,#e8105f,Marcio Bittar,AC,428
97822,-4.490115561,-1.954702008,3.546008245,PMN,#aaaaaa,#aaaaaa,Jaqueline Roriz,DF,428
141507,0.2945270583,-3.924589852,-1.221608427,PMDB,#393b79,#393b79,Mauro Mariani,SC,428
141503,7.976608305,3.326557721,2.921166349,PCDOB,#a52121,#a35c3c,Jô Moraes,MG,428
141502,7.595128094,3.791685849,0.4150769197,PT,#d62728,#c8f442,Dalva Figueiredo,AP,428
74163,2.011569332,-2.153772934,6.813157002,SDD,#ff8c00,#15e2ed,Carlos Manato,ES,428
141464,6.562948267,4.46579148,0.4131444985,PT,#d62728,#c8f442,José Airton,CE,428
141462,-8.887971636,-0.4822879056,0.1994506354,DEM,#f08080,#5b1058,Lira Maia,PA,428
129618,0.209286417,-0.5757105564,-0.4342482456,PR,#ffbb78,#ffbb78,Gorete Pereira,CE,428
74151,-0.9563191099,-3.414770294,1.707669148,PSD,#660000,#660000,Geraldo Thadeu,MG,428
141487,-0.2247881152,-0.1548719212,-1.78357707,PP,#008000,#008000,Luiz Fernando Faria,MG,428
141484,4.955857238,-2.410498276,2.669365357,PR,#ffbb78,#ffbb78,Lúcio Vale,PA,428
141482,0.4888757845,-2.539410704,-0.9401644596,PMDB,#393b79,#393b79,Leonardo Quintão,MG,428
141422,-9.900151103,0.4356337749,1.650554509,DEM,#f08080,#5b1058,Efraim Filho,PB,428
141488,6.99846992,4.851269565,1.088365817,PT,#d62728,#c8f442,Paulo Teixeira,SP,428
160551,-0.2159062921,-1.898155054,-0.4988975031,PR,#ffbb78,#ffbb78,Anderson Ferreira,PE,428
160553,5.180515771,-3.334215546,2.722440341,PTB,#9467bd,#154bed,Antonio Brito,BA,428
160552,-0.4703264225,-5.338107379,1.63468768,PSD,#660000,#660000,Danrlei De Deus Hinterholz,RS,428
160555,1.609520339,-3.034042842,1.599682336,PTDOB,#aaaaaa,#23211c,Lourival Mendes,MA,428
160557,7.743771771,3.604822649,0.07257186888,PT,#d62728,#c8f442,Cláudio Puty,PA,428
160556,8.763944298,4.108766069,0.8393847867,PT,#d62728,#c8f442,Padre João,MG,428
160559,0.7324008566,-5.380577076,-1.836668092,PMDB,#393b79,#393b79,Alceu Moreira,RS,428
160558,1.075685895,-2.726158128,2.180393895,PR,#ffbb78,#ffbb78,Paulo Freire,SP,428
74566,9.358877304,2.614130251,0.5012564435,PT,#d62728,#c8f442,Geraldo Simões,BA,428
74324,0.3097623073,0.2164941498,-5.288710149,PMDB,#393b79,#393b79,Henrique Eduardo Alves,RN,428
74693,-9.443632743,0.7551257849,1.792832393,DEM,#f08080,#5b1058,Rodrigo Maia,RJ,428
141457,-5.180245753,0.5058876371,2.149776425,DEM,#f08080,#5b1058,João Bittar,MG,427
163322,2.432210468,-2.49605687,0.7695932009,PP,#008000,#008000,Vilalba,PE,427
162332,-9.507153803,0.6279767194,2.05898122,PR,#ffbb78,#ffbb78,Luiz Nishimori,PR,426
160646,-9.418454847,2.946143709,0.224692266,SDD,#ff8c00,#15e2ed,Fernando Francischini,PR,422
141378,3.933951883,1.636089619,-1.665680672,NoParty,#aaaaaa,#aaaaaa,Andre Vargas,PR,420
3151,-6.303217877,-2.114652924,1.942672828,DEM,#f08080,#5b1058,Jairo Ataíde,MG,419
160604,6.314984942,4.985604551,-1.203684734,PT,#d62728,#c8f442,Pedro Uczai,SC,413
74648,0.7074206853,-1.989111034,-0.2999386137,PR,#ffbb78,#ffbb78,Aracely de Paula,MG,412
74040,0.6382541036,-3.401884009,-0.9296889812,SDD,#ff8c00,#15e2ed,Benjamin Maranhão,PB,412
141552,2.536224437,-0.1786019584,2.537185207,PROS,#ffa500,#ffa500,Valtenir Pereira,MT,411
160564,2.295613583,-4.885116913,-0.5970144316,PMDB,#393b79,#393b79,Nilda Gondim,PB,409
162174,7.894479626,4.455054881,2.181498476,PT,#d62728,#c8f442,Policarpo,DF,408
73934,-1.016344076,-4.759203694,1.532468494,PSD,#660000,#660000,Carlos Souza,AM,407
74571,5.024141086,2.319590611,-0.4578724878,PT,#d62728,#c8f442,Nelson Pellegrino,BA,407
141401,3.022425715,-5.324706434,-2.701578768,PMDB,#393b79,#393b79,Carlos Bezerra,MT,407
74634,4.468788145,0.6777056329,0.4900706695,SDD,#ff8c00,#15e2ed,Marcos Medrado,BA,407
141492,2.395914501,4.818561536,-1.247423185,PCDOB,#a52121,#a35c3c,Manuela D`Ávila,RS,406
160582,2.885696389,-6.086450645,-1.416880087,PMDB,#393b79,#393b79,Alberto Filho,MA,405
141465,-8.437949308,1.793816744,-0.1198503457,PSDB,#1f77b4,#e8105f,Pinto Itamaraty,MA,405
141408,1.757057402,-0.08540137064,2.130114919,PRB,#aaaaaa,#ff5656,Cleber Verde,MA,404
74290,-7.65884119,1.669845136,-1.700796918,PSDB,#1f77b4,#e8105f,Carlos Alberto Leréia,GO,400
74447,-4.581156135,0.7313578303,-2.92039337,PSD,#660000,#660000,Nice Lobão,MA,396
160541,4.675114515,-1.973063739,-3.301178437,PP,#008000,#008000,Arthur Lira,AL,394
160546,-2.811834345,-2.799816465,1.618671666,SDD,#ff8c00,#15e2ed,Armando Vergílio,GO,394
141402,-9.249364308,0.8153079973,0.1284755395,PSDB,#1f77b4,#e8105f,Carlos Brandão,MA,391
161904,-6.980150172,1.572244951,1.569757836,PROS,#ffa500,#ffa500,Dudimar Paxiuba,PA,391
160631,1.37052321,-2.656505718,0.1884164565,PTB,#9467bd,#154bed,Walney Rocha,RJ,390
166401,-9.770220421,0.1679841293,1.457359879,PSDB,#1f77b4,#e8105f,Nilson Leitão,MT,386
73926,0.6298899618,2.97233956,1.39273207,PSB,#90ee90,#90ee90,Janete Capiberibe,AP,386
73874,-0.9316921319,0.01341991653,-4.134430598,PP,#008000,#008000,João Pizzolatti,SC,386
160550,-1.930046042,-3.02019411,0.7701224944,PSDB,#1f77b4,#e8105f,Luiz Pitiman,DF,386
160580,2.938126193,-3.94677727,0.01382453661,PROS,#ffa500,#ffa500,Cida Borghetti,PR,383
141498,-0.4007578682,-2.160441122,2.949507553,PSB,#90ee90,#90ee90,Dr. Ubiali,SP,383
118384,1.388164421,-0.4661485123,2.743265414,PMN,#aaaaaa,#aaaaaa,Dr. Carlos Alberto,RJ,383
161907,-0.6582913869,0.1552422668,-0.2832480682,PRB,#aaaaaa,#ff5656,Acelino Popó,BA,382
74017,-0.05664419136,-1.222569909,3.173253869,PR,#ffbb78,#ffbb78,Paulo Feijó,RJ,382
141390,-0.1266647055,3.325436151,-1.374845437,PV,#e377c2,#e377c2,Antônio Roberto,MG,381
137983,1.744377961,-2.16916013,-4.528781503,PMDB,#393b79,#393b79,Francisco Escórcio,MA,380
74388,2.976055441,0.6760317102,0.9273803538,PP,#008000,#008000,Jorge Boeira,SC,376
141463,-2.50410668,0.7992250084,-1.675049663,PSB,#90ee90,#90ee90,Abelardo Camarinha,SP,374
166402,-0.1595751038,-0.9883550097,-0.361972236,PR,#ffbb78,#ffbb78,Magda Mofatto,GO,373
74207,0.1535665741,-1.44303246,-5.406754883,PMDB,#393b79,#393b79,Pedro Novais,MA,369
141395,1.648666252,-3.167648908,-3.691929009,PMDB,#393b79,#393b79,Camilo Cola,ES,366
74254,0.6554663369,-3.304863621,-1.887031937,PMDB,#393b79,#393b79,Leonardo Picciani,RJ,363
141423,-3.203127471,-2.299431972,0.9033980043,PSD,#660000,#660000,Eliene Lima,MT,362
74491,6.844537841,5.515340067,-0.3670768342,PT,#d62728,#c8f442,Nazareno Fonteles,PI,360
167617,4.996959454,4.766390844,-1.328067861,PT,#d62728,#c8f442,Vanderlei Siraque,SP,360
141458,1.187239023,0.3356474032,-2.45222471,PR,#ffbb78,#ffbb78,João Carlos Bacelar,BA,356
73481,6.517218412,3.277537605,-1.214132001,PT,#d62728,#c8f442,Fernando Marroni,RS,356
141480,2.823220553,-4.952101044,-0.3419160946,PP,#008000,#008000,Lázaro Botelho,TO,356
74793,7.553671548,3.018571795,-0.6602346402,PT,#d62728,#c8f442,Ricardo Berzoini,SP,354
81232,-4.844230119,1.196838326,-4.154052781,PSD,#660000,#660000,Irajá Abreu,TO,347
74435,-6.839222101,4.148293786,-3.822993297,PSDB,#1f77b4,#e8105f,Sergio Guerra,PE,347
163321,2.561200595,-3.542314244,-0.4978857096,PTB,#9467bd,#154bed,Ronaldo Nogueira,RS,347
74010,-3.426727993,-3.322423979,-3.616278543,PMDB,#393b79,#393b79,Valdir Colatto,SC,346
74119,-8.941669877,1.739875869,1.684642067,PSDB,#1f77b4,#e8105f,Emanuel Fernandes,SP,344
160647,-9.19693881,2.781161434,-2.169049041,PSDB,#1f77b4,#e8105f,Eduardo Azeredo,MG,344
167722,-0.9610197442,0.4448139456,4.433176565,PDT,#32cd32,#ed5915,Marcos Rogério,RO,344
160578,-2.213256591,-1.91819611,-0.1942609551,PSC,#8c564b,#8c564b,Edmar Arruda,PR,341
73534,3.422707842,3.669601321,-3.106982135,PT,#d62728,#c8f442,João Paulo Cunha,SP,340
74106,1.757696059,0.08477972105,-0.4753353985,PROS,#ffa500,#ffa500,Edson Silva,CE,340
160536,-7.958646177,0.1245471737,-0.4344142759,PSDB,#1f77b4,#e8105f,Marco Tebaldi,SC,332
73565,-1.8883065,1.949263992,-5.081780404,PR,#ffbb78,#ffbb78,Valdemar Costa Neto,SP,332
73782,-0.4504823413,-2.417006517,-1.986331448,PMDB,#393b79,#393b79,Odílio Balbinotti,PR,329
74550,1.096064538,2.068381852,-2.613064051,PP,#008000,#008000,João Leão,BA,329
74162,2.915002552,6.695698444,-2.079366076,PT,#d62728,#c8f442,Iriny Lopes,ES,328
164360,-9.101524018,3.173469261,1.078685939,PPS,#666666,#666666,Carmen Zanotto,SC,325
74688,3.408970752,5.976107929,-0.3870889298,PT,#d62728,#c8f442,Luiz Sérgio,RJ,324
163831,0.8977892952,-2.503623869,-3.038364549,PMDB,#393b79,#393b79,Fernando Jordão,RJ,324
160508,4.21594133,8.129950534,-0.3631625508,PT,#d62728,#c8f442,Afonso Florence,BA,322
167493,-1.099015734,0.5307413379,1.734977332,PDT,#32cd32,#ed5915,Weverton Rocha,MA,319
74016,0.2832141535,-2.628137119,-0.3300669019,PSC,#8c564b,#8c564b,Costa Ferreira,MA,315
164361,4.681485737,3.995893194,-1.743228775,PT,#d62728,#c8f442,Marina Santanna,GO,312
162490,-9.98673919,2.730985979,-1.206068528,PSDB,#1f77b4,#e8105f,Valdivino de Oliveira,GO,308
74635,-0.7955818289,1.440228968,-2.748188888,PP,#008000,#008000,Mário Negromonte,BA,301
92776,-2.315250022,0.07981372607,0.6904850425,PSB,#90ee90,#90ee90,Stefano Aguiar,MG,300
73945,-5.005022824,1.984523449,-3.354091173,SDD,#ff8c00,#15e2ed,Eduardo Gomes,TO,299
74222,0.2643677935,-2.16624429,-4.269452663,PMDB,#393b79,#393b79,Asdrubal Bentes,PA,299
168447,-1.004314122,-0.3249693042,-3.542355541,PMDB,#393b79,#393b79,Mário Feitoza,CE,299
74172,-3.282645052,0.07037529207,0.03768438352,PTB,#9467bd,#154bed,Deley,RJ,296
141560,-5.393131575,0.1371677463,-0.4002014064,PSD,#660000,#660000,Walter Ihoshi,SP,296
141497,-3.149069074,1.933568783,-0.4732691289,PSB,#90ee90,#90ee90,Márcio França,SP,295
74145,1.038520436,6.127660245,-3.503527823,PT,#d62728,#c8f442,Zezéu Ribeiro,BA,294
167614,0.5402804571,1.701524895,1.230310611,PSB,#90ee90,#90ee90,Severino Ninho,PE,292
160612,-3.784166025,0.4767004003,-2.727773894,PSD,#660000,#660000,Sergio Zveiter,RJ,291
73892,0.1026724418,-1.628936408,-4.22766954,PMDB,#393b79,#393b79,Eliseu Padilha,RS,289
141448,0.5200160525,-0.5369993495,-4.31043643,PSD,#660000,#660000,Homero Pereira,MT,288
133372,1.574862976,-1.835743577,-5.467305449,PMDB,#393b79,#393b79,Natan Donadon,RO,285
74321,-3.649639626,2.1783954,-3.607453609,PP,#008000,#008000,Betinho Rosado,RN,279
73655,-9.734118492,4.942224292,0.3082359443,SDD,#ff8c00,#15e2ed,Augusto Carvalho,DF,278
160634,0.2901810056,1.24359461,0.1989151866,PRP,#aaaaaa,#f9a4a4,Chico das Verduras,RR,276
141525,1.763178951,-1.801059177,-1.318369558,PP,#008000,#008000,Rebecca Garcia,AM,276
168175,-6.842650203,0.3262461117,0.08587899859,SDD,#ff8c00,#15e2ed,Simplício Araújo,MA,269
74095,-9.14688877,2.43566711,-1.496833422,DEM,#f08080,#5b1058,Pauderney Avelino,AM,269
149327,-5.806790024,0.4380558603,0.7424438993,PROS,#ffa500,#ffa500,Major Fábio,PB,268
141387,1.172984675,-1.413533336,-4.26576695,PMDB,#393b79,#393b79,Antônio Andrade,MG,267
143632,1.632036045,1.282645817,-3.046844369,PROS,#ffa500,#ffa500,Domingos Neto,CE,262
73478,-2.558905194,2.00835622,0.4184589008,PSB,#90ee90,#90ee90,Beto Albuquerque,RS,259
74686,1.432675891,6.500586946,-1.499356556,PT,#d62728,#c8f442,Jorge Bittar,RJ,259
160632,0.4683586181,-1.26848019,0.1151963572,SDD,#ff8c00,#15e2ed,Zé Silva,MG,255
122195,-2.993761981,-0.3990381829,-1.561076413,PSC,#8c564b,#8c564b,Leonardo Gadelha,PB,252
74111,-1.494771801,1.181174414,-4.65820367,PP,#008000,#008000,Pedro Henry,MT,252
74352,-6.811925146,1.619460745,-0.9983373523,PSDB,#1f77b4,#e8105f,Nilson Pinto,PA,250
74191,-2.031163044,0.2605790386,-3.161735066,PMDB,#393b79,#393b79,Osvaldo Reis,TO,250
74751,1.72513389,6.517477221,-2.048681923,PT,#d62728,#c8f442,Nilmário Miranda,MG,250
73937,1.652778453,5.992248623,-1.418139394,PT,#d62728,#c8f442,Anselmo de Jesus,RO,250
172029,0.8111774561,6.072477593,-2.48159141,PT,#d62728,#c8f442,Francisco Chagas,SP,250
171621,-3.444711861,2.756317076,0.7595891753,PV,#e377c2,#e377c2,Eurico Júnior,RJ,250
171622,-1.304535875,1.422348603,-0.1708476133,PR,#ffbb78,#ffbb78,Manuel Rosa Neca,RJ,250
171623,-2.083149792,-1.001944185,-2.312777452,PMDB,#393b79,#393b79,Fabio Reis,SE,250
141467,-3.897383832,1.80539981,-1.475948686,PMN,#aaaaaa,#aaaaaa,Francisco Tenório,AL,250
74780,1.708376308,7.147499784,-2.200428845,PT,#d62728,#c8f442,Iara Bernardi,SP,250
141551,-5.177988627,1.704886846,-2.325663892,PSD,#660000,#660000,Urzeni Rocha,RR,250
171617,1.623924371,6.680734911,-2.113301442,PT,#d62728,#c8f442,Paulão,AL,250
171618,-6.699791314,0.6449695242,0.8566389281,DEM,#f08080,#5b1058,Luiz de Deus,BA,250
171619,2.270119618,7.26577447,-2.41787247,PT,#d62728,#c8f442,Margarida Salomão,MG,250
160640,0.503937224,-1.074090809,-1.554059217,PTB,#9467bd,#154bed,Eros Biondini,MG,249
141433,-0.2828213465,-0.8715991411,-1.255156794,PSC,#8c564b,#8c564b,Filipe Pereira,RJ,248
74284,-6.13179962,4.176956977,-2.040784858,PSB,#90ee90,#90ee90,Walter Feldman,SP,246
160554,-7.193376909,3.900980148,-3.952890125,SDD,#ff8c00,#15e2ed,Berinho Bantim,RR,245
109372,2.889890966,6.563463835,-1.118333081,PT,#d62728,#c8f442,Paulo Ferreira,RS,244
169712,-4.838022894,2.371572974,-0.6830925226,PSB,#90ee90,#90ee90,Alexandre Toledo,AL,242
165583,-6.001969681,2.921012376,-3.969887878,PSDB,#1f77b4,#e8105f,Carlos Roberto,SP,240
73786,-0.8704744176,-1.988671596,-1.759663134,PSD,#660000,#660000,Reinhold Stephanes,PR,240
141506,-0.4538298055,0.1574931026,-3.611057733,PROS,#ffa500,#ffa500,Maurício Trindade,BA,229
173269,-1.625246838,0.4816751323,-2.899981673,PMDB,#393b79,#393b79,Akira Otsubo,MS,226
141403,-1.40136039,-0.450870131,-2.560839246,PSC,#8c564b,#8c564b,Ratinho Junior,PR,220
170673,-3.277653971,0.1024933022,-1.653553639,PSC,#8c564b,#8c564b,Professor Sérgio de Oliveira,PR,208
160562,0.8624719279,-0.7690973704,-4.271621199,PMDB,#393b79,#393b79,Giroto,MS,202
74230,-2.676315034,0.4812018294,-4.898610485,PMDB,#393b79,#393b79,Colbert Martins,BA,199
146613,-2.254653866,3.577580523,-5.179860531,PMDB,#393b79,#393b79,Marcelo Almeida,PR,195
141445,2.579584686,1.976337915,-3.218180982,PT,#d62728,#c8f442,Pepe Vargas,RS,184